day,ta,tx,tn,slp,h,pp,vv,v,vm,vg,ra,sn,ts,fg
2014-08-07,27.4,32.2,25,NA,86,6.1,4.2,5.2,7.6,NA,TRUE,FALSE,TRUE,FALSE
2014-08-08,27.4,31.8,25,NA,84,6.1,4.8,5.2,14.8,NA,TRUE,FALSE,TRUE,FALSE
2014-08-09,27.1,30.6,24,1006.8,86,0.25,4.7,3.5,3.5,NA,TRUE,FALSE,FALSE,FALSE
2014-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2014-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-08-13,28.5,32.6,26,1003.8,79,0,6.1,5.2,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-08-14,27.1,32.5,25,1007.3,86,22.1,4.5,4.6,11.1,NA,TRUE,FALSE,TRUE,FALSE
2014-08-15,27.7,31,25,NA,83,11.94,5.8,3.5,3.5,NA,TRUE,FALSE,TRUE,FALSE
2014-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2014-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-08-19,27,32.4,24.6,1007.1,86,7.87,4.8,4.4,25.9,NA,TRUE,FALSE,TRUE,FALSE
2014-08-20,27.6,32.5,24,NA,83,10.92,4.8,5.4,18.3,NA,TRUE,FALSE,TRUE,FALSE
2014-08-21,28.2,32.2,23.5,NA,79,17.02,8,4.8,7.6,NA,TRUE,FALSE,FALSE,FALSE
2014-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-08-25,28.7,33,23,1006.7,80,NA,6,7.4,29.4,NA,TRUE,FALSE,TRUE,FALSE
2014-08-26,28.1,33,23,NA,76,45.97,8.4,4.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-08-27,27.9,33,24,1005.9,82,9.91,6.3,4.1,7.6,NA,TRUE,TRUE,TRUE,FALSE
2014-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-08-31,28.6,32.4,24,1005.9,78,24.89,7.2,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-09-01,28.4,32.4,24,NA,79,0,6.6,4.3,11.1,NA,TRUE,FALSE,TRUE,FALSE
2014-09-02,25.7,28,23.5,NA,90,101.09,5.1,5.6,7.6,NA,TRUE,FALSE,TRUE,FALSE
2014-09-03,27.8,32,24.4,1007.7,81,39.12,4.8,7.8,14.8,NA,TRUE,FALSE,TRUE,FALSE
2014-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-09-07,29.2,33.7,25,NA,73,0,7.4,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-09-08,30.3,34.4,26,1004.6,74,0,7.2,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-09-09,30,34,26.6,1004.5,76,NA,7.2,3.5,3.5,NA,TRUE,FALSE,FALSE,FALSE
2014-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-09-13,28.6,33.2,24.5,NA,78,6.1,6.6,4.1,7.6,NA,TRUE,FALSE,FALSE,FALSE
2014-09-14,29.1,33,24,1003.3,79,1.02,6.9,3.7,7.6,NA,TRUE,FALSE,TRUE,FALSE
2014-09-15,29.4,34,25,1001.7,79,0,5.8,5.2,11.1,NA,TRUE,FALSE,TRUE,FALSE
2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2014-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2014-09-19,29.4,33.8,25,NA,75,0,8.4,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-09-20,30.5,35,26,NA,72,0,8.2,4.3,7.6,NA,FALSE,FALSE,TRUE,FALSE
2014-09-21,28.8,34,25.8,1006.7,76,0,6.3,6.7,14.8,NA,FALSE,FALSE,TRUE,FALSE
2014-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-09-25,26,28.6,24,NA,85,0.76,4.8,5,14.8,NA,TRUE,FALSE,FALSE,FALSE
2014-09-26,28.4,32.4,24,NA,78,NA,5.8,3.5,3.5,NA,TRUE,FALSE,TRUE,FALSE
2014-09-27,29.7,33.8,24.4,NA,77,0,7.9,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-01,28,32.5,22.2,1009.8,81,0.25,7.2,5.2,14.8,NA,TRUE,FALSE,FALSE,FALSE
2014-10-02,29.3,34,24.9,1008.7,74,4.06,7.2,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-03,29.4,35,25,1007.2,74,0,7.6,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-07,27.3,32.1,22,NA,64,0,5.5,6.9,21.7,NA,FALSE,FALSE,FALSE,FALSE
2014-10-08,27.2,32.5,23,NA,68,0,5.5,4.1,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-10-09,27.8,32.6,23.7,1008.8,73,0,6.1,4.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2014-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-13,27.5,33.2,22,NA,64,0,5,5.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-10-14,26.8,31.6,22,1014.1,67,0,4.3,4.3,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-10-15,26.4,31,22.8,NA,69,0,4.8,5.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-19,27.4,31.3,24,NA,64,0,5,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-20,28.2,32.6,24,NA,70,0,5.1,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-21,28.9,33.5,24,1012.2,73,0,6.4,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-10-25,28.2,33,24,NA,68,2.03,6.3,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-10-26,28.2,33,24.6,NA,72,0,6.1,3.9,10.7,NA,FALSE,FALSE,FALSE,FALSE
2014-10-27,29.1,33.4,24.5,1010.6,66,0,6.9,4.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2014-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-10-31,29.1,33.8,25.5,1008.5,71,0,8.5,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-11-01,28.9,33.1,25,1008.3,74,0,6.9,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2014-11-02,29.3,33.8,25.8,1009.7,73,0,7.4,5,7.6,NA,FALSE,FALSE,TRUE,FALSE
2014-11-03,28.1,33,23,1011.8,70,0,6.9,4.1,10.7,NA,FALSE,FALSE,FALSE,FALSE
2014-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2014-11-07,25.4,27.5,23.6,NA,91,36.07,5.3,3.9,11.1,NA,TRUE,FALSE,TRUE,FALSE
2014-11-08,28.3,34,24.3,1011.7,74,44.96,6.9,5,18.3,NA,FALSE,FALSE,TRUE,FALSE
2014-11-09,27.3,31.2,24,1011.7,70,0,7.1,4.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-13,27,32,23,NA,69,0,6.1,7.6,14.8,NA,FALSE,FALSE,FALSE,FALSE
2014-11-14,26.1,30,22,1013.7,72,0,6,4.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-11-15,26,30.6,21.5,1012.7,71,0,6.4,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2014-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-19,24.5,29.4,19,1014.5,64,0,6.3,6.3,18,NA,FALSE,FALSE,FALSE,FALSE
2014-11-20,23.8,30,12,NA,74,0,5,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-11-21,24.7,30,20,1011.4,72,0,4.8,4.3,14.4,NA,FALSE,FALSE,FALSE,FALSE
2014-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-25,26,32,18.8,1009.2,69,0,6.3,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-11-26,26.2,32.4,20,1007.6,69,0,5.8,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-11-27,27.9,33.2,22.4,1008.3,69,0,6.1,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-01,26.9,32,21.2,NA,65,0,5.3,4.8,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-12-02,26.2,29.3,23,1011.6,70,0,4.8,6.7,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-12-03,26.7,30.2,22.9,NA,73,0,6.1,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-07,26.5,31.6,21,NA,71,0,6.6,3.7,7.2,NA,FALSE,FALSE,FALSE,FALSE
2014-12-08,24.3,29.5,20,1013.8,71,0,7.1,6.3,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-12-09,23.6,29.2,19,NA,70,0,4.7,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-13,21.6,28,15.5,1017.5,66,0,5.3,6.3,14.8,NA,FALSE,FALSE,FALSE,FALSE
2014-12-14,21.5,28.4,16,1016.4,66,0,5.5,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-15,23.1,29,17,NA,69,0,5.6,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-19,21.2,28,16,NA,61,0,5.3,5.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2014-12-20,21.6,28.3,16,1014.6,65,0,5,4.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-21,20.8,27.1,13,NA,58,0,5.1,10.4,25.9,NA,FALSE,FALSE,FALSE,FALSE
2014-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-25,23.6,28.5,20,NA,70,0,4.8,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-26,25.6,32,20.7,1011.7,70,0,6,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2014-12-27,25.7,33.1,20,NA,70,0,5.3,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2014-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2014-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-01,20.8,27,14,NA,49,0,4.5,8.5,22.2,NA,FALSE,FALSE,FALSE,FALSE
2015-01-02,18.6,26.5,12,NA,58,0,4.5,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-03,20.1,28,13.4,NA,68,0,6.3,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-07,26.1,32.3,19.7,1012,67,0,5.6,6.3,14.8,NA,FALSE,FALSE,FALSE,FALSE
2015-01-08,23.4,28.4,20,NA,64,NA,6.9,7.6,14.8,NA,TRUE,FALSE,FALSE,FALSE
2015-01-09,21.1,23.8,19,1015.1,65,0.25,5,8.1,18.3,NA,FALSE,FALSE,FALSE,FALSE
2015-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2015-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2015-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-13,19.2,26.1,13,NA,59,0,5.6,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-14,18.4,25,12,NA,64,0,5.3,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-15,18.8,26,13,1017.2,68,0,4.8,3.7,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-19,20.6,27,14,1015.4,65,0,4.7,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-20,20.2,26.5,15,1016,71,0,4.2,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2015-01-21,21.9,29.4,16,1016.5,71,0,4.2,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-25,24.1,32.2,17,1013.7,64,0,5,4.3,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-01-26,23.9,32.5,17,1011.9,64,0,4.5,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-01-27,24.9,32.4,18,1011,59,0,4.8,4.8,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-01-31,24.7,30,19,NA,61,0,5,6.7,21.7,NA,FALSE,FALSE,FALSE,FALSE
2015-02-01,23.8,30,17.7,1015.9,62,0,5.3,6.3,14.8,NA,FALSE,FALSE,FALSE,FALSE
2015-02-02,24,30.2,18,NA,63,0,5.1,4.6,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-02-03,23.4,30,18,NA,70,0,5.3,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-07,22.9,28.3,17,NA,61,0,5.5,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-02-08,22.7,28.5,18,1016.4,63,0,4.7,6.3,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-02-09,22,28,16,1017.1,62,0,5,4.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-13,22.1,27,20,NA,77,NA,3.7,5.9,11.1,NA,TRUE,FALSE,FALSE,FALSE
2015-02-14,24.3,30,20,1009.6,74,4.06,4,5.6,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-15,25.7,32.3,20,1010.8,63,0,4.8,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2015-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2015-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2015-02-19,25.2,30,21.7,NA,79,0,4.3,3.9,7.6,NA,TRUE,FALSE,FALSE,FALSE
2015-02-20,25.8,31.2,21,1011.1,76,0,4.3,3.7,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-02-21,26.3,32.2,21,NA,75,NA,4.8,4.4,7.6,NA,TRUE,FALSE,FALSE,FALSE
2015-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2015-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-02-25,28.1,35.2,21,NA,57,0,5.3,4.6,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-02-26,28.6,36,22.6,1007.7,59,0,5.1,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-02-27,28.7,36.3,22,NA,60,0,4.8,3.7,7.2,NA,FALSE,FALSE,FALSE,FALSE
2015-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-01,28.9,36.5,22,1010.6,57,0,5.1,5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-03-02,27.6,32.8,23,1009.3,69,0,4.8,4.6,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-03-03,28.4,35.6,23.8,1005.3,70,0,4,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-07,30.2,36.2,24.7,1008.6,61,0,4.7,3.7,7.2,NA,FALSE,FALSE,FALSE,FALSE
2015-03-08,29.4,35.6,19,NA,69,0,4.8,5.2,14.8,NA,FALSE,FALSE,FALSE,FALSE
2015-03-09,30.5,36.2,20,NA,69,0,4.8,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2015-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2015-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2015-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-13,28.9,34.3,24,NA,67,0,4.8,5.4,14.4,NA,FALSE,FALSE,TRUE,FALSE
2015-03-14,29.1,34.6,24,NA,71,0,5.1,6.5,22.2,NA,FALSE,FALSE,FALSE,FALSE
2015-03-15,29.5,35.2,23.9,NA,69,0,5.8,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2015-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-19,31.3,37,26,NA,66,0,4.8,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2015-03-20,31,37,26,1007.5,68,0,4,4.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2015-03-21,28.9,32.2,25,1010.6,70,0,4.5,7,18.3,NA,FALSE,FALSE,FALSE,FALSE
2015-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2015-03-25,26.8,32.6,22.6,NA,66,0,5.8,7.4,14.8,NA,FALSE,FALSE,FALSE,FALSE
2015-03-26,26.2,31.2,21.9,1016.6,64,0,7.7,8.7,18.3,NA,FALSE,FALSE,FALSE,FALSE
2015-03-27,27.6,33,21.8,NA,60,0,6.9,4.1,14.4,NA,FALSE,FALSE,FALSE,FALSE
2015-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2015-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2015-03-31,27.8,35,22.8,NA,67,2.03,5.3,7,29.4,NA,TRUE,FALSE,TRUE,FALSE
2015-04-01,29.4,37.4,23,1006.3,66,NA,6.4,5.9,14.8,NA,TRUE,FALSE,FALSE,FALSE
