day,ta,tx,tn,slp,h,pp,vv,v,vm,vg,ra,sn,ts,fg
2011-10-19,26.9,30.4,24,1010,69,0,5,5.2,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-10-20,27.3,32,22.8,1010.9,67,0,4.5,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-10-21,27.7,31.6,22.9,1010.7,70,0,5,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-10-25,29.2,33.5,24,1011.1,63,0,5.3,7.6,18,NA,FALSE,FALSE,FALSE,FALSE
2011-10-26,28,33.1,21.4,1010.9,70,0,4.7,4.4,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-10-27,28.1,32.6,23.9,1011,69,0,5,4.4,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-10-31,28.1,31.6,23.8,1011.1,63,0,5.5,7,18,NA,FALSE,FALSE,FALSE,FALSE
2011-11-01,26.9,32,21.7,1010.9,67,0,4.8,5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-11-02,26.7,32,22,1009.8,67,0,4.7,3.9,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-11-03,28.8,32,22,1010.8,58,0,6.6,4.4,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-07,28.6,33.6,23.4,1006.6,67,0,5.1,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-11-08,28.6,34,23.3,1006.9,70,0,5.3,4.3,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-11-09,26.9,31.2,21,1009.5,65,5.08,5.1,4.4,7.2,NA,TRUE,FALSE,FALSE,FALSE
2011-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-13,25.9,31,20,1013.3,65,0,4.7,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-11-14,25.4,31,19,1013.1,62,0,4.5,4.1,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-11-15,26.1,31,19.8,1013.2,64,0,5.3,4.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-19,27.7,33,22,1011.9,68,0,4.3,4.3,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-11-20,25.5,31.7,20,1013.9,63,0,4.3,5.2,14.4,NA,FALSE,FALSE,FALSE,FALSE
2011-11-21,26.5,32,20.9,1013.7,62,0,5.5,5.4,14.4,NA,FALSE,FALSE,FALSE,FALSE
2011-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-25,24.8,31,18,1012.7,68,0,3.9,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-11-26,26.4,32,19.4,1011.3,65,0,4.3,4.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-11-27,26.1,32.2,20.7,1009.4,67,0,5.3,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-01,27,31.3,20.1,NA,63,0,5.8,5,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-12-02,24.5,29,21,1011.5,58,0,4.2,7.6,14.8,NA,FALSE,FALSE,FALSE,FALSE
2011-12-03,21.3,27.7,17,1011.2,66,0,4.5,4.6,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-07,25.9,30.2,19.5,1011.1,68,0,5.6,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2011-12-08,26.7,33,21,1012.6,68,0,4.7,6.9,11.1,NA,FALSE,FALSE,FALSE,FALSE
2011-12-09,23.7,27,18,1014.8,59,0,6,8.7,25.2,NA,FALSE,FALSE,FALSE,FALSE
2011-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-13,20.7,26.4,13.7,1015,64,0,4.5,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-12-14,21.6,27.4,14.2,1014.1,72,0,3.9,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-12-15,24.9,32.5,17,1012.6,60,0,5.1,7.4,18,NA,FALSE,FALSE,FALSE,FALSE
2011-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-19,22.1,28,15.5,1014.1,64,0,4.7,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-12-20,21.5,27.2,16.8,NA,67,0,4.8,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2011-12-21,22.9,29,16,NA,68,0,5.5,4.8,11.1,NA,FALSE,FALSE,FALSE,FALSE
2011-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-25,19.2,23.5,14,NA,52,0,4,9.8,14.8,NA,FALSE,FALSE,FALSE,FALSE
2011-12-26,18.8,24.2,13,NA,55,0,4.8,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2011-12-27,20.4,28,14,NA,67,0,4.7,6.1,10.7,NA,FALSE,FALSE,FALSE,FALSE
2011-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2011-12-31,24.4,30,18,NA,64,0,5.3,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-01-01,24.1,29,18,NA,66,0,6,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2012-01-02,27.6,30,24,NA,55,0,6.6,6.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-01-03,25.6,30.3,20,NA,66,0,5,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-07,23.8,29,18.2,1017.2,65,0,5,5,10.7,NA,FALSE,FALSE,FALSE,FALSE
2012-01-08,22.2,28,16.6,1017.2,67,0,5.5,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-01-09,21.6,27,16.3,1016.5,69,0,5.1,4.8,10.7,NA,FALSE,FALSE,FALSE,FALSE
2012-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-13,23.4,27,19,1012.3,72,NA,4.8,3.9,7.2,NA,TRUE,FALSE,FALSE,FALSE
2012-01-14,24.2,29,20,1008.8,76,0,4.3,5.2,10.7,NA,FALSE,FALSE,FALSE,FALSE
2012-01-15,25.4,32,21,NA,61,0,4.3,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-19,26.4,33,20,1007.8,64,0,4.7,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-01-20,26.1,30,21.6,NA,70,NA,5.1,4.8,7.6,NA,TRUE,FALSE,FALSE,FALSE
2012-01-21,26.3,30,22,NA,81,NA,4.5,3.5,3.5,NA,TRUE,FALSE,FALSE,FALSE
2012-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-25,23.5,28.3,19.2,1011.2,70,0,5,5.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2012-01-26,21.5,27.2,18,1010.6,71,0,5,5.4,11.1,NA,FALSE,FALSE,FALSE,FALSE
2012-01-27,24.4,30,18,1009.9,73,0,4.2,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-01-31,22.9,25,20.6,1013.9,72,0,4.8,5.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-02-01,24.6,29,20,1012.5,64,0,5.6,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-02-02,24.6,29,21,1012.2,72,NA,3.4,4.6,7.6,NA,TRUE,FALSE,FALSE,FALSE
2012-02-03,21.3,22.3,20.6,1013.7,92,6.1,3.4,7.6,11.1,NA,TRUE,FALSE,FALSE,FALSE
2012-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-07,25.8,35,20.2,1007.7,67,0,4.5,6.7,14.4,NA,FALSE,FALSE,FALSE,FALSE
2012-02-08,25.2,31.5,20,1009.5,68,0,3.9,5.6,10.7,NA,FALSE,FALSE,FALSE,FALSE
2012-02-09,24.3,29.2,20,NA,73,0,5,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-13,25.2,31.8,19.9,1011,66,0,5.3,4.6,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-02-14,26.9,33,21,1009,65,0,3.9,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-02-15,27.6,34.3,21,1006.4,69,0,4.8,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2012-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-19,23.7,28.4,18.1,1012.6,61,0,4.3,5.7,10.7,NA,FALSE,FALSE,FALSE,FALSE
2012-02-20,22.4,28,17,1009.5,65,0,4.2,4.3,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-02-21,25.2,30.7,18.8,1007.5,63,0,4.8,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2012-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-25,27.2,34.6,21.5,1004.1,61,0,4,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-02-26,28.5,35.3,21,1003.9,62,0,3.9,4.1,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-02-27,25.7,30.1,22.6,1005.8,68,0,4.8,12.4,22.2,NA,FALSE,FALSE,FALSE,FALSE
2012-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-01,28.8,34.3,22,1005.6,64,0,4.8,6.5,11.1,NA,FALSE,FALSE,FALSE,FALSE
2012-03-02,28.7,35.4,22.8,1005,60,0,5,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-03,28.4,35,23.6,1006,67,NA,3.9,4.6,11.1,NA,TRUE,FALSE,TRUE,FALSE
2012-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-07,26.4,35,21,1002.1,67,0,4.3,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-08,28.5,34.5,22.8,1004.5,58,0,5.1,4.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-09,29.2,33,25.6,1005.3,71,NA,4.7,5.7,10.7,NA,TRUE,FALSE,FALSE,FALSE
2012-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-13,25.9,29.6,21.8,1012.2,65,0,4.3,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-03-14,26.2,31,22,1010.4,66,NA,5.3,6.9,18,NA,TRUE,FALSE,TRUE,FALSE
2012-03-15,27.2,31.4,22,1008.3,71,0.76,5.5,4.1,18.3,NA,FALSE,FALSE,FALSE,FALSE
2012-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-19,28.7,34.2,23.6,1008.2,66,0,4.7,4.3,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-03-20,27.9,32.1,22.9,1007.5,70,0,5.5,5.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-21,29.2,35,24,1005.9,66,0,4.8,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-25,24.6,30.1,20,1012.3,63,0,4,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-26,24.9,30,20.4,1013.4,58,0,5.3,5.4,10.7,NA,FALSE,FALSE,FALSE,FALSE
2012-03-27,26.8,31.2,20.4,1012.9,60,0,4.5,4.8,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-03-31,26.9,29,23.9,NA,68,0,5,6.7,18.3,NA,FALSE,FALSE,FALSE,FALSE
2012-04-01,25.4,31,21.6,1013.2,63,0,4.5,5.6,11.1,NA,FALSE,FALSE,FALSE,FALSE
2012-04-02,27.2,31.5,18.6,1010.8,60,0,4.3,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-04-03,29.5,33.6,23,1011.4,62,0,5.1,4.1,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-04-07,24,26,22.5,1011.3,85,23.11,4.3,9.3,22.2,NA,TRUE,FALSE,FALSE,FALSE
2012-04-08,26.7,31.1,22,1010.3,74,6.1,4.3,3.5,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-04-09,28.6,34.4,23.4,1009.5,68,0,5.1,3.5,3.5,NA,FALSE,FALSE,FALSE,FALSE
2012-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-04-13,31.6,36.4,25.2,1006.8,58,0,6,5.4,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-04-14,31.6,36.5,25.5,1006.7,63,0,4.3,4.1,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-04-15,30.7,36.9,25.8,1004.9,71,NA,5,3.5,3.5,NA,TRUE,FALSE,TRUE,FALSE
2012-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-04-19,32.9,37,27,1004.1,60,0,5.6,4.4,14.8,NA,FALSE,FALSE,FALSE,FALSE
2012-04-20,31.1,38,26,1005.7,65,NA,4.3,5.6,7.6,NA,TRUE,FALSE,FALSE,FALSE
2012-04-21,28.6,38.2,22.8,1004.9,71,7.11,4.7,12.4,35.9,NA,TRUE,FALSE,TRUE,FALSE
2012-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-04-25,32.3,38.2,26,1003.8,63,0,5.5,6.5,33.5,NA,FALSE,FALSE,TRUE,FALSE
2012-04-26,31.9,37.6,25.9,1003.4,62,NA,4.2,3.9,7.6,NA,TRUE,FALSE,TRUE,FALSE
2012-04-27,27.8,32.6,24.5,1006.6,79,NA,4.2,9.6,28.7,NA,TRUE,FALSE,TRUE,FALSE
2012-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-05-01,32.8,38,25.6,NA,55,0,6.8,5.9,11.1,NA,FALSE,FALSE,FALSE,FALSE
2012-05-02,31.3,38,25,1004.2,65,NA,4.3,6.7,37,NA,TRUE,FALSE,TRUE,FALSE
2012-05-03,29.3,36.6,24,NA,72,9.91,4.5,6.7,55.4,NA,TRUE,FALSE,TRUE,FALSE
2012-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-05-07,26.4,32.5,23.8,1005.3,82,23.11,4.3,9.6,33.5,NA,TRUE,FALSE,TRUE,FALSE
2012-05-08,27.7,32,24,1006.5,79,14.99,3.9,3.9,7.6,NA,FALSE,FALSE,FALSE,FALSE
2012-05-09,28.3,33.9,24.6,1007.5,77,0,4.7,3.5,10.7,NA,FALSE,FALSE,TRUE,FALSE
2012-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-05-13,31.1,35.5,26.7,1001.2,66,0,5.6,5.7,14.8,NA,FALSE,FALSE,FALSE,FALSE
2012-05-14,31.1,35.6,24,1002.2,70,NA,4.5,5.2,18,NA,TRUE,FALSE,TRUE,FALSE
2012-05-15,27.4,32,23.9,1003.9,80,7.87,4.2,5,7.6,NA,TRUE,FALSE,FALSE,FALSE
2012-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-05-19,26.9,31.2,23,1005.3,86,8.89,4.3,5.4,14.8,NA,TRUE,FALSE,TRUE,FALSE
2012-05-20,29.5,33,25.5,1003.7,79,87.88,4.7,3.5,3.5,NA,FALSE,FALSE,TRUE,FALSE
2012-05-21,28.7,31.9,25.5,1002.9,82,0,4.3,5.6,25.9,NA,TRUE,FALSE,TRUE,FALSE
2012-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE
2012-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-05-25,28.1,30.8,25,1001,80,0,4.8,4.6,7.6,NA,FALSE,FALSE,TRUE,FALSE
2012-05-26,27.6,31.2,24,1004.2,82,30.99,4.3,5,11.1,NA,TRUE,FALSE,FALSE,FALSE
2012-05-27,28.3,33.1,25,1003.5,79,0,4.5,6.9,14.4,NA,FALSE,FALSE,TRUE,FALSE
2012-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-05-31,26.9,32,23.5,1004.9,86,0,5,5,10.7,NA,TRUE,FALSE,TRUE,FALSE
2012-06-01,26.9,31,23.5,1004.5,85,72.9,3.5,4.3,7.6,NA,TRUE,FALSE,FALSE,FALSE
2012-06-02,27.7,31.4,24.4,1002.1,84,6.1,3.7,4.3,14.4,NA,TRUE,FALSE,TRUE,FALSE
2012-06-03,28.3,32.5,24.6,1000.8,79,1.02,4.8,5,14.4,NA,TRUE,FALSE,TRUE,FALSE
2012-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE
2012-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
2012-06-07,29.2,33,24.8,NA,79,2.03,4.3,5.2,11.1,NA,TRUE,FALSE,FALSE,FALSE
2012-06-08,27.7,32,24.8,1001.5,85,59.94,4.3,5.4,10.7,NA,TRUE,FALSE,TRUE,FALSE
2012-06-09,28.1,31.8,26.2,1002.8,85,24.89,4,3.9,7.2,NA,FALSE,FALSE,FALSE,FALSE
2012-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
2012-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE
